,id,max_quality,cost,capital,pur,price,period,id_group
0,42,14.0,0.16,152.98,0,1.16,16,4
0,43,9.0,68.96,1.35,0,69.96,16,4
0,44,34.0,25.1,9061.56,350,26.1,16,4
0,45,1.0,59.2,13.38,0,60.2,16,4
0,46,14.0,21.94,4.54,0,22.94,16,4
0,47,23.0,39.5,75.05,0,40.5,16,4
0,48,28.0,14.55,1850.04,536,15.55,16,4
0,49,12.0,71.14,5.8,0,72.14,16,4
0,0,24.0,82.47,15.05,0,83.47,17,0
0,1,10.0,18.4,20.07,0,19.4,17,0
0,2,2.0,55.98,0.25,0,56.98,17,0
0,3,9.0,62.44,6.28,0,63.44,17,0
0,4,5.0,72.65,10.77,0,73.65,17,0
0,5,21.0,96.79,28.49,0,97.79,17,0
0,6,24.0,83.07,46.93,0,84.07,17,0
0,7,12.0,111.27,4.4,0,112.27,17,0
0,8,8.0,46.99,58.88,0,47.99,17,0
0,9,11.0,61.67,18.56,0,62.67,17,0
0,10,14.0,47.28,9.67,0,48.28,17,1
0,11,37.0,71.99,-715.7900000000001,0,0.0,17,1
0,12,29.0,81.29,10.3,0,82.29,17,1
0,13,30.0,72.68,28.26,0,73.68,17,1
0,14,46.0,81.84,-1070.5099999999998,0,0.0,17,1
0,15,15.0,2.25,2650.55,6,3.25,17,1
0,16,5.0,23.79,19.14,0,24.79,17,1
0,17,3.0,95.68,39.55,0,96.68,17,1
0,18,23.0,92.46,2.89,0,93.46,17,1
0,19,21.0,128.91,3.78,0,129.91,17,1
0,20,2.0,91.31,26.29,0,92.31,17,2
0,21,13.0,77.63,6.83,0,78.63,17,2
0,22,5.0,14.15,1241.02,0,15.15,17,2
0,23,2.0,1.8,47.28,0,2.8,17,2
0,24,25.0,113.22,34.48,0,114.22,17,2
0,25,20.0,67.78,6.5,0,68.78,17,2
0,26,16.0,3.11,565.41,453,4.109999999999999,17,2
0,27,25.0,43.03,69.03,0,44.03,17,2
0,28,3.0,60.06,33.62,0,61.06,17,2
0,29,24.0,35.34,34.68,0,36.34,17,2
0,30,5.0,75.36,26.15,0,76.36,17,3
0,31,6.0,79.44,136.81,0,80.44,17,3
0,32,7.0,73.94,14.57,0,74.94,17,3
0,33,21.0,111.83,21.63,0,112.83,17,3
0,34,10.0,37.49,1.86,0,38.49,17,3
0,35,37.0,53.8,-6059.340000000012,0,0.0,17,3
0,36,25.0,71.15,7.46,0,72.15,17,3
0,37,11.0,74.45,6.37,0,75.45,17,3
0,38,46.0,29.45,7704.86,822,30.45,17,3
0,39,18.0,110.58,19.39,0,111.58,17,3
0,40,27.0,36.7,9045.93,0,37.7,17,4
0,41,15.0,19.06,8.57,0,20.06,17,4
0,42,14.0,0.16,157.98,5,1.16,17,4
0,43,9.0,68.96,1.35,0,69.96,17,4
0,44,33.0,15.57,9657.81,695,16.57,17,4
0,45,1.0,59.2,13.38,0,60.2,17,4
0,46,14.0,21.94,4.54,0,22.94,17,4
0,47,23.0,39.5,75.05,0,40.5,17,4
0,48,26.0,15.15,1752.93,18,16.15,17,4
0,49,12.0,71.14,5.8,0,72.14,17,4
0,0,24.0,82.47,15.05,0,83.47,18,0
0,1,10.0,18.4,20.07,0,19.4,18,0
0,2,2.0,55.98,0.25,0,56.98,18,0
0,3,9.0,62.44,6.28,0,63.44,18,0
0,4,5.0,72.65,10.77,0,73.65,18,0
0,5,21.0,96.79,28.49,0,97.79,18,0
0,6,24.0,83.07,46.93,0,84.07,18,0
0,7,12.0,111.27,4.4,0,112.27,18,0
0,8,8.0,46.99,58.88,0,47.99,18,0
0,9,11.0,61.67,18.56,0,62.67,18,0
0,10,14.0,47.28,9.67,0,48.28,18,1
0,11,37.0,71.99,-715.7900000000001,0,0.0,18,1
0,12,29.0,81.29,10.3,0,82.29,18,1
0,13,30.0,72.68,28.26,0,73.68,18,1
0,14,46.0,81.84,-1070.5099999999998,0,0.0,18,1
0,15,13.0,2.25,2465.51,0,3.25,18,1
0,16,5.0,23.79,19.14,0,24.79,18,1
0,17,3.0,95.68,39.55,0,96.68,18,1
0,18,23.0,92.46,2.89,0,93.46,18,1
0,19,21.0,128.91,3.78,0,129.91,18,1
0,20,2.0,91.31,26.29,0,92.31,18,2
0,21,13.0,77.63,6.83,0,78.63,18,2
0,22,5.0,19.51,1147.63,0,20.51,18,2
0,23,2.0,1.8,47.28,0,2.8,18,2
0,24,31.0,112.75,4.22,0,113.75,18,2
0,25,20.0,67.78,6.5,0,68.78,18,2
0,26,19.0,4.13,847.94,377,5.13,18,2
0,27,26.0,44.44,39.41,0,45.44,18,2
0,28,3.0,60.06,33.62,0,61.06,18,2
0,29,24.0,35.34,34.68,0,36.34,18,2
0,30,5.0,75.36,26.15,0,76.36,18,3
0,31,6.0,79.44,136.81,0,80.44,18,3
0,32,7.0,73.94,14.57,0,74.94,18,3
0,33,21.0,111.83,21.63,0,112.83,18,3
0,34,10.0,37.49,1.86,0,38.49,18,3
0,35,37.0,53.8,-6059.340000000012,0,0.0,18,3
0,36,25.0,71.15,7.46,0,72.15,18,3
0,37,11.0,74.45,6.37,0,75.45,18,3
0,38,51.0,30.36,8414.84,780,31.36,18,3
0,39,18.0,110.58,19.39,0,111.58,18,3
0,40,26.0,44.2,8919.78,0,45.2,18,4
0,41,15.0,19.06,8.57,0,20.06,18,4
0,42,14.0,0.16,158.92000000000002,32,1.16,18,4
0,43,9.0,68.96,1.35,0,69.96,18,4
0,44,29.0,14.04,10378.66,810,15.04,18,4
0,45,1.0,59.2,13.38,0,60.2,18,4
0,46,14.0,21.94,4.54,0,22.94,18,4
0,47,23.0,39.5,75.05,0,40.5,18,4
0,48,29.0,14.55,1581.74,0,15.55,18,4
0,49,12.0,71.14,5.8,0,72.14,18,4
0,0,22.0,79.43,3.42,0,80.43,19,0
0,1,10.0,18.4,20.07,0,19.4,19,0
0,2,2.0,55.98,0.25,0,56.98,19,0
0,3,9.0,62.44,6.28,0,63.44,19,0
0,4,5.0,72.65,10.77,0,73.65,19,0
0,5,21.0,96.79,28.49,0,97.79,19,0
0,6,24.0,83.07,46.93,0,84.07,19,0
0,7,12.0,111.27,4.4,0,112.27,19,0
0,8,8.0,46.99,58.88,0,47.99,19,0
0,9,11.0,61.67,18.56,0,62.67,19,0
0,10,14.0,47.28,9.67,0,48.28,19,1
0,11,37.0,71.99,-715.7900000000001,0,0.0,19,1
0,12,29.0,81.29,10.3,0,82.29,19,1
0,13,30.0,72.68,28.26,0,73.68,19,1
0,14,46.0,81.84,-1070.5099999999998,0,0.0,19,1
0,15,15.0,2.25,2470.51,5,3.25,19,1
0,16,5.0,23.79,19.14,0,24.79,19,1
0,17,3.0,95.68,39.55,0,96.68,19,1
0,18,23.0,92.46,2.89,0,93.46,19,1
0,19,21.0,128.91,3.78,0,129.91,19,1
0,20,2.0,91.31,26.29,0,92.31,19,2
0,21,13.0,77.63,6.83,0,78.63,19,2
0,22,9.0,19.07,1039.24,0,20.07,19,2
0,23,2.0,1.8,47.28,0,2.8,19,2
0,24,31.0,112.75,4.22,0,113.75,19,2
0,25,20.0,67.78,6.5,0,68.78,19,2
0,26,20.0,2.98,725.67,50,3.98,19,2
0,27,26.0,44.44,39.41,0,45.44,19,2
0,28,3.0,60.06,33.62,0,61.06,19,2
0,29,24.0,35.34,34.68,0,36.34,19,2
0,30,5.0,75.36,26.15,0,76.36,19,3
0,31,5.0,77.35,46.49,0,78.35,19,3
0,32,7.0,73.94,14.57,0,74.94,19,3
0,33,21.0,111.83,21.63,0,112.83,19,3
0,34,10.0,37.49,1.86,0,38.49,19,3
0,35,37.0,53.8,-6059.340000000012,0,0.0,19,3
0,36,25.0,71.15,7.46,0,72.15,19,3
0,37,11.0,74.45,6.37,0,75.45,19,3
0,38,48.0,27.37,9231.57,922,28.37,19,3
0,39,18.0,110.58,19.39,0,111.58,19,3
0,40,28.0,46.7,8802.7,0,47.7,19,4
0,41,15.0,19.06,8.57,0,20.06,19,4
0,42,12.0,1.15,56.6,3,2.15,19,4
0,43,9.0,68.96,1.35,0,69.96,19,4
0,44,24.0,5.81,10719.61,404,6.81,19,4
0,45,1.0,63.96,6.05,0,64.96000000000001,19,4
0,46,14.0,21.94,4.54,0,22.94,19,4
0,47,24.0,32.73,5.67,0,33.73,19,4
0,48,26.0,15.15,2194.74,613,16.15,19,4
0,49,12.0,71.14,5.8,0,72.14,19,4
0,0,22.0,79.43,3.42,0,80.43,20,0
0,1,9.0,28.81,10.07,0,29.81,20,0
0,2,2.0,55.98,0.25,0,56.98,20,0
0,3,9.0,62.44,6.28,0,63.44,20,0
0,4,5.0,72.65,10.77,0,73.65,20,0
0,5,21.0,96.79,28.49,0,97.79,20,0
0,6,24.0,83.07,46.93,0,84.07,20,0
0,7,12.0,111.27,4.4,0,112.27,20,0
0,8,2.0,49.8,13.96,0,50.8,20,0
0,9,11.0,61.67,18.56,0,62.67,20,0
0,10,14.0,47.28,9.67,0,48.28,20,1
0,11,37.0,71.99,-715.7900000000001,0,0.0,20,1
0,12,29.0,81.29,10.3,0,82.29,20,1
0,13,30.0,72.68,28.26,0,73.68,20,1
0,14,46.0,81.84,-1070.5099999999998,0,0.0,20,1
0,15,16.0,1.33,2402.96,57,2.33,20,1
0,16,5.0,23.79,19.14,0,24.79,20,1
0,17,3.0,96.32,24.23,0,97.32,20,1
0,18,23.0,92.46,2.89,0,93.46,20,1
0,19,21.0,128.91,3.78,0,129.91,20,1
0,20,2.0,91.31,26.29,0,92.31,20,2
0,21,13.0,77.63,6.83,0,78.63,20,2
0,22,11.0,14.38,924.74,0,15.38,20,2
0,23,2.0,1.8,47.28,0,2.8,20,2
0,24,31.0,112.75,4.22,0,113.75,20,2
0,25,20.0,67.78,6.5,0,68.78,20,2
0,26,26.0,6.25,1630.85,1087,7.25,20,2
0,27,23.0,43.47,19.74,0,44.47,20,2
0,28,3.0,60.06,33.62,0,61.06,20,2
0,29,24.0,35.34,34.68,0,36.34,20,2
0,30,5.0,75.36,26.15,0,76.36,20,3
0,31,5.0,77.35,46.49,0,78.35,20,3
0,32,7.0,73.94,14.57,0,74.94,20,3
0,33,21.0,111.83,21.63,0,112.83,20,3
0,34,10.0,37.49,1.86,0,38.49,20,3
0,35,37.0,53.8,-6059.340000000012,0,0.0,20,3
0,36,25.0,71.15,7.46,0,72.15,20,3
0,37,11.0,74.45,6.37,0,75.45,20,3
0,38,39.0,29.01,10062.98,840,30.01,20,3
0,39,18.0,110.58,19.39,0,111.58,20,3
0,40,23.0,43.89,8744.94,0,44.89,20,4
0,41,15.0,19.06,8.57,0,20.06,20,4
0,42,12.0,1.15,57.6,1,2.15,20,4
0,43,9.0,68.96,1.35,0,69.96,20,4
0,44,24.0,5.81,10598.44,12,6.81,20,4
0,45,1.0,63.96,6.05,0,64.96000000000001,20,4
0,46,14.0,21.94,4.54,0,22.94,20,4
0,47,24.0,32.73,5.67,0,33.73,20,4
0,48,26.0,11.34,2080.19,0,12.34,20,4
0,49,12.0,71.14,5.8,0,72.14,20,4
0,0,22.0,79.43,3.42,0,80.43,21,0
0,1,9.0,28.81,10.07,0,29.81,21,0
0,2,2.0,55.98,0.25,0,56.98,21,0
0,3,9.0,62.44,6.28,0,63.44,21,0
0,4,5.0,72.65,10.77,0,73.65,21,0
0,5,21.0,96.79,28.49,0,97.79,21,0
0,6,24.0,83.07,46.93,0,84.07,21,0
0,7,12.0,111.27,4.4,0,112.27,21,0
0,8,2.0,49.8,13.96,0,50.8,21,0
0,9,11.0,61.67,18.56,0,62.67,21,0
0,10,14.0,47.28,9.67,0,48.28,21,1
0,11,37.0,71.99,-715.7900000000001,0,0.0,21,1
0,12,29.0,81.29,10.3,0,82.29,21,1
0,13,30.0,72.68,28.26,0,73.68,21,1
0,14,46.0,81.84,-1070.5099999999998,0,0.0,21,1
0,15,15.0,0.15,2306.3,42,1.15,21,1
0,16,5.0,23.79,19.14,0,24.79,21,1
0,17,3.0,96.32,24.23,0,97.32,21,1
0,18,23.0,92.46,2.89,0,93.46,21,1
0,19,21.0,128.91,3.78,0,129.91,21,1
0,20,2.0,91.31,26.29,0,92.31,21,2
0,21,13.0,77.63,6.83,0,78.63,21,2
0,22,3.0,14.22,833.9,0,15.22,21,2
0,23,2.0,1.8,37.28,0,2.8,21,2
0,24,31.0,112.75,4.22,0,113.75,21,2
0,25,20.0,67.78,6.5,0,68.78,21,2
0,26,29.0,6.25,2808.5299999999997,1251,7.25,21,2
0,27,23.0,43.47,19.74,0,44.47,21,2
0,28,3.0,60.06,33.62,0,61.06,21,2
0,29,24.0,35.34,34.68,0,36.34,21,2
0,30,5.0,75.36,26.15,0,76.36,21,3
0,31,5.0,77.35,46.49,0,78.35,21,3
0,32,7.0,73.94,14.57,0,74.94,21,3
0,33,21.0,111.83,21.63,0,112.83,21,3
0,34,10.0,37.49,1.86,0,38.49,21,3
0,35,37.0,53.8,-6059.340000000012,0,0.0,21,3
0,36,25.0,71.15,7.46,0,72.15,21,3
0,37,11.0,74.45,6.37,0,75.45,21,3
0,38,35.0,32.74,10600.71,676,33.74,21,3
0,39,18.0,110.58,19.39,0,111.58,21,3
0,40,23.0,44.53,8718.95,0,45.53,21,4
0,41,15.0,19.06,8.57,0,20.06,21,4
0,42,13.0,5.65,23.35,0,6.65,21,4
0,43,9.0,68.96,1.35,0,69.96,21,4
0,44,25.0,4.68,10561.92,30,5.68,21,4
0,45,1.0,63.96,6.05,0,64.96000000000001,21,4
0,46,14.0,21.94,4.54,0,22.94,21,4
0,47,24.0,32.73,5.67,0,33.73,21,4
0,48,26.0,15.15,2080.19,0,16.15,21,4
0,49,12.0,71.14,5.8,0,72.14,21,4
0,0,22.0,79.43,3.42,0,80.43,22,0
0,1,9.0,28.81,10.07,0,29.81,22,0
0,2,2.0,55.98,0.25,0,56.98,22,0
0,3,9.0,62.44,6.28,0,63.44,22,0
0,4,5.0,72.65,10.77,0,73.65,22,0
0,5,21.0,96.79,28.49,0,97.79,22,0
0,6,24.0,83.07,46.93,0,84.07,22,0
0,7,12.0,111.27,4.4,0,112.27,22,0
0,8,2.0,49.8,13.96,0,50.8,22,0
0,9,11.0,61.67,18.56,0,62.67,22,0
0,10,14.0,47.28,9.67,0,48.28,22,1
0,11,37.0,71.99,-715.7900000000001,0,0.0,22,1
0,12,29.0,81.29,10.3,0,82.29,22,1
0,13,30.0,72.68,28.26,0,73.68,22,1
0,14,46.0,81.84,-1070.5099999999998,0,0.0,22,1
0,15,20.0,0.13,2490.3,194,1.13,22,1
0,16,3.0,15.5,9.14,0,16.5,22,1
0,17,3.0,96.32,24.23,0,97.32,22,1
0,18,23.0,92.46,2.89,0,93.46,22,1
0,19,21.0,128.91,3.78,0,129.91,22,1
0,20,2.0,91.31,26.29,0,92.31,22,2
0,21,13.0,77.63,6.83,0,78.63,22,2
0,22,8.0,18.95,760.13,0,19.95,22,2
0,23,2.0,1.8,37.28,0,2.8,22,2
0,24,31.0,112.75,4.22,0,113.75,22,2
0,25,20.0,67.78,6.5,0,68.78,22,2
0,26,30.0,9.68,3595.26,940,10.68,22,2
0,27,25.0,49.97,8.4,0,50.97,22,2
0,28,4.0,54.81,22.86,0,55.81,22,2
0,29,24.0,35.34,34.68,0,36.34,22,2
0,30,5.0,75.36,26.15,0,76.36,22,3
0,31,5.0,77.35,46.49,0,78.35,22,3
0,32,7.0,73.94,14.57,0,74.94,22,3
0,33,21.0,111.83,21.63,0,112.83,22,3
0,34,10.0,37.49,1.86,0,38.49,22,3
0,35,37.0,53.8,-6059.340000000012,0,0.0,22,3
0,36,25.0,71.15,7.46,0,72.15,22,3
0,37,11.0,74.45,6.37,0,75.45,22,3
0,38,35.0,28.46,11320.53,865,29.46,22,3
0,39,18.0,110.58,19.39,0,111.58,22,3
0,40,25.0,38.86,8535.25,0,39.86,22,4
0,41,15.0,19.06,8.57,0,20.06,22,4
0,42,12.0,1.15,23.35,0,2.15,22,4
0,43,9.0,68.96,1.35,0,69.96,22,4
0,44,23.0,15.55,10456.25,0,16.55,22,4
0,45,1.0,63.96,6.05,0,64.96000000000001,22,4
0,46,14.0,21.94,4.54,0,22.94,22,4
0,47,24.0,32.73,5.67,0,33.73,22,4
0,48,27.0,22.6,2005.11,0,23.6,22,4
0,49,12.0,71.14,5.8,0,72.14,22,4
0,0,22.0,79.43,3.42,0,80.43,23,0
0,1,9.0,28.81,10.07,0,29.81,23,0
0,2,2.0,55.98,0.25,0,56.98,23,0
0,3,9.0,62.44,6.28,0,63.44,23,0
0,4,5.0,72.65,10.77,0,73.65,23,0
0,5,21.0,96.79,28.49,0,97.79,23,0
0,6,27.0,82.98,8.69,0,83.98,23,0
0,7,12.0,111.27,4.4,0,112.27,23,0
0,8,2.0,49.8,13.96,0,50.8,23,0
0,9,13.0,63.14,8.56,0,64.14,23,0
0,10,14.0,47.28,9.67,0,48.28,23,1
0,11,37.0,71.99,-715.7900000000001,0,0.0,23,1
0,12,29.0,81.29,10.3,0,82.29,23,1
0,13,30.0,72.68,28.26,0,73.68,23,1
0,14,46.0,81.84,-1070.5099999999998,0,0.0,23,1
0,15,21.0,0.13,2421.17,42,1.13,23,1
0,16,3.0,15.5,9.14,0,16.5,23,1
0,17,3.0,96.32,24.23,0,97.32,23,1
0,18,23.0,92.46,2.89,0,93.46,23,1
0,19,21.0,128.91,3.78,0,129.91,23,1
0,20,2.0,91.31,26.29,0,92.31,23,2
0,21,13.0,77.63,6.83,0,78.63,23,2
0,22,4.0,16.18,703.19,0,17.18,23,2
0,23,2.0,1.8,37.28,0,2.8,23,2
0,24,31.0,112.75,4.22,0,113.75,23,2
0,25,20.0,67.78,6.5,0,68.78,23,2
0,26,28.0,5.99,4446.85,931,6.99,23,2
0,27,25.0,49.97,8.4,0,50.97,23,2
0,28,4.0,54.81,22.86,0,55.81,23,2
0,29,24.0,35.34,34.68,0,36.34,23,2
0,30,5.0,75.36,26.15,0,76.36,23,3
0,31,5.0,77.35,46.49,0,78.35,23,3
0,32,7.0,73.94,14.57,0,74.94,23,3
0,33,21.0,111.83,21.63,0,112.83,23,3
0,34,10.0,37.49,1.86,0,38.49,23,3
0,35,37.0,53.8,-6059.340000000012,0,0.0,23,3
0,36,25.0,71.15,7.46,0,72.15,23,3
0,37,11.0,74.45,6.37,0,75.45,23,3
0,38,39.0,25.64,12205.15,1005,26.64,23,3
0,39,18.0,110.58,19.39,0,111.58,23,3
0,40,23.0,36.51,8410.91,0,37.51,23,4
0,41,15.0,19.06,8.57,0,20.06,23,4
0,42,12.0,1.15,23.35,0,2.15,23,4
0,43,9.0,68.96,1.35,0,69.96,23,4
0,44,25.0,4.68,10477.25,21,5.68,23,4
0,45,1.0,63.96,6.05,0,64.96000000000001,23,4
0,46,14.0,21.94,4.54,0,22.94,23,4
0,47,24.0,32.73,5.67,0,33.73,23,4
0,48,24.0,20.31,1845.86,0,21.31,23,4
0,49,12.0,71.14,5.8,0,72.14,23,4
0,0,22.0,79.43,3.42,0,80.43,24,0
0,1,9.0,28.81,10.07,0,29.81,24,0
0,2,2.0,55.98,0.25,0,56.98,24,0
0,3,9.0,62.44,6.28,0,63.44,24,0
0,4,5.0,72.65,10.77,0,73.65,24,0
0,5,21.0,96.79,28.49,0,97.79,24,0
0,6,27.0,82.98,8.69,0,83.98,24,0
0,7,12.0,111.27,4.4,0,112.27,24,0
0,8,2.0,49.8,13.96,0,50.8,24,0
0,9,13.0,63.14,8.56,0,64.14,24,0
0,10,14.0,47.28,9.67,0,48.28,24,1
0,11,37.0,71.99,-715.7900000000001,0,0.0,24,1
0,12,29.0,81.29,10.3,0,82.29,24,1
0,13,30.0,72.68,28.26,0,73.68,24,1
0,14,46.0,81.84,-1070.5099999999998,0,0.0,24,1
0,15,20.0,7.99,2302.36,0,8.99,24,1
0,16,3.0,15.5,9.14,0,16.5,24,1
0,17,3.0,96.32,24.23,0,97.32,24,1
0,18,23.0,92.46,2.89,0,93.46,24,1
0,19,21.0,128.91,3.78,0,129.91,24,1
0,20,2.0,91.31,26.29,0,92.31,24,2
0,21,13.0,77.63,6.83,0,78.63,24,2
0,22,5.0,11.77,662.06,0,12.77,24,2
0,23,2.0,1.8,37.28,0,2.8,24,2
0,24,31.0,112.75,4.22,0,113.75,24,2
0,25,20.0,67.78,6.5,0,68.78,24,2
0,26,29.0,7.1,4792.23,403,8.1,24,2
0,27,25.0,49.97,8.4,0,50.97,24,2
0,28,4.0,54.81,22.86,0,55.81,24,2
0,29,24.0,35.34,34.68,0,36.34,24,2
0,30,5.0,75.36,26.15,0,76.36,24,3
0,31,5.0,77.35,46.49,0,78.35,24,3
0,32,7.0,73.94,14.57,0,74.94,24,3
0,33,21.0,111.83,21.63,0,112.83,24,3
0,34,10.0,37.49,1.86,0,38.49,24,3
0,35,37.0,53.8,-6059.340000000012,0,0.0,24,3
0,36,25.0,71.15,7.46,0,72.15,24,3
0,37,11.0,74.45,6.37,0,75.45,24,3
0,38,35.0,15.93,13676.79,1502,16.93,24,3
0,39,18.0,110.58,19.39,0,111.58,24,3
0,40,21.0,31.07,8307.1,0,32.07,24,4
0,41,15.0,20.65,4.38,0,21.65,24,4
0,42,12.0,1.15,48.35,25,2.15,24,4
0,43,9.0,68.96,1.35,0,69.96,24,4
0,44,27.0,3.92,10463.04,67,4.92,24,4
0,45,1.0,63.96,6.05,0,64.96000000000001,24,4
0,46,14.0,21.94,4.54,0,22.94,24,4
0,47,24.0,32.73,5.67,0,33.73,24,4
0,48,29.0,20.72,1790.97,0,21.72,24,4
0,49,12.0,71.14,5.8,0,72.14,24,4
