id,max_quality,cost,capital,pur,price,period,lag_price,lag_qv,lag_pur,lag_capital,diff_price,diff_qv,diff_pur,diff_capital
43,25.0,60.27,493.33,0,61.27,4,89.85,24.0,0.0,704.1,-28.57999999999999,1.0,0.0,-210.77000000000004
44,30.0,73.17,783.31,0,74.17,4,30.35,21.0,0.0,399.64,43.82,9.0,0.0,383.66999999999996
45,24.0,27.94,376.89,0,28.94,4,17.06,12.0,0.0,963.04,11.880000000000003,12.0,0.0,-586.15
46,16.0,75.18,897.45,0,76.18,4,92.22,27.0,0.0,586.48,-16.039999999999992,-11.0,0.0,310.97
47,23.0,72.36,650.61,0,73.36,4,69.94,1.0,0.0,871.27,3.4200000000000017,22.0,0.0,-220.65999999999997
48,1.0,58.44,1078.64,0,59.44,4,82.16,22.0,0.0,479.59,-22.72,-21.0,0.0,599.0500000000002
49,7.0,79.81,871.24,0,80.81,4,25.31,6.0,0.0,443.09,55.5,1.0,0.0,428.15000000000003
0,27.0,17.15,1468.64,0,18.15,5,80.81,7.0,0.0,871.24,-62.660000000000004,20.0,0.0,597.4000000000001
1,21.0,8.06,1851.26,201,9.06,5,68.68,15.0,0.0,667.3,-59.620000000000005,6.0,201.0,1183.96
2,3.0,74.35,420.9,0,75.35,5,97.18,35.0,8.0,772.8600000000001,-21.830000000000013,-32.0,-8.0,-351.96000000000015
3,17.0,114.36,611.34,0,115.36,5,27.74,17.0,0.0,508.62,87.62,0.0,0.0,102.72000000000003
4,18.0,1.05,2408.61,129,2.05,5,92.07,14.0,0.0,519.97,-90.02,4.0,129.0,1888.64
5,5.0,88.04,65.05,0,89.04,5,31.54,24.0,0.0,771.88,57.50000000000001,-19.0,0.0,-706.83
6,21.0,100.12,79.7,0,101.12,5,101.52,7.0,0.0,12.08,-0.3999999999999915,14.0,0.0,67.62
7,14.0,49.89,579.78,0,50.89,5,48.84,23.0,0.0,472.18,2.049999999999997,-9.0,0.0,107.59999999999997
8,19.0,92.11,659.79,0,93.11,5,14.76,9.0,0.0,544.51,78.35,10.0,0.0,115.27999999999997
9,5.0,40.48,630.88,0,41.48,5,87.31,32.0,8.0,1041.01,-45.830000000000005,-27.0,-8.0,-410.13
10,16.0,76.48,537.3,0,77.48,5,28.99,21.0,0.0,911.88,48.49000000000001,-5.0,0.0,-374.58000000000004
11,29.0,29.18,1525.14,0,30.18,5,40.91,9.0,0.0,503.36,-10.729999999999997,20.0,0.0,1021.7800000000001
12,14.0,85.51,326.94,0,86.51,5,57.55,14.0,0.0,918.96,28.960000000000008,0.0,0.0,-592.02
13,4.0,76.53,624.57,0,77.53,5,61.71,16.0,0.0,1004.06,15.82,-12.0,0.0,-379.4899999999999
14,3.0,24.58,356.64,0,25.58,5,76.44,21.0,0.0,680.68,-50.86,-18.0,0.0,-324.03999999999996
15,10.0,70.68,609.35,0,71.68,5,32.33,1.0,0.0,632.43,39.35000000000001,9.0,0.0,-23.079999999999927
16,28.0,89.34,379.16,0,90.34,5,61.27,25.0,0.0,493.33,29.07,3.0,0.0,-114.16999999999996
17,6.0,15.21,708.48,0,16.21,5,74.17,30.0,0.0,783.31,-57.96,-24.0,0.0,-74.82999999999993
18,24.0,79.56,307.41,0,80.56,5,28.94,24.0,0.0,376.89,51.620000000000005,0.0,0.0,-69.47999999999996
19,28.0,92.78,573.17,0,93.78,5,76.18,16.0,0.0,897.45,17.599999999999994,12.0,0.0,-324.2800000000001
20,31.0,13.39,6525.5,1658,14.39,5,73.36,23.0,0.0,650.61,-58.97,8.0,1658.0,5874.89
21,12.0,34.26,869.52,0,35.26,5,59.44,1.0,0.0,1078.64,-24.18,11.0,0.0,-209.12000000000012
22,11.0,29.47,519.2,0,30.47,5,49.5,28.0,0.0,1400.43,-19.03,-17.0,0.0,-881.23
23,28.0,33.52,1712.75,0,34.52,5,57.14,24.0,0.0,1157.03,-22.619999999999997,4.0,0.0,555.72
24,23.0,23.08,222.21,0,24.08,5,59.24,12.0,0.0,730.25,-35.160000000000004,11.0,0.0,-508.03999999999996
25,29.0,47.73,1223.6,0,48.73,5,28.13,22.0,0.0,330.31,20.599999999999998,7.0,0.0,893.29
26,31.0,88.22,971.88,0,89.22,5,37.46,5.0,0.0,658.37,51.76,26.0,0.0,313.51
27,6.0,14.38,465.49,0,15.38,5,15.0,22.0,0.0,1543.37,0.3800000000000008,-16.0,0.0,-1077.8799999999999
28,24.0,40.47,433.41,0,41.47,5,14.06,12.0,0.0,1650.26,27.409999999999997,12.0,0.0,-1216.85
29,7.0,100.52,12.08,0,101.52,5,80.54,5.0,0.0,562.73,20.97999999999999,2.0,0.0,-550.65
30,21.0,90.93,405.94,0,91.93,5,115.86,17.0,0.0,745.72,-23.929999999999993,4.0,0.0,-339.78000000000003
31,21.0,33.51,871.78,0,34.51,5,1.05,17.0,327.0,2375.58,33.46,4.0,-327.0,-1503.8
32,19.0,31.06,324.82,0,32.06,5,89.04,5.0,0.0,65.05,-56.980000000000004,14.0,0.0,259.77
33,37.0,96.54,634.91,8,97.54,5,99.36,20.0,0.0,159.57,-1.8199999999999932,17.0,8.0,475.34
34,16.0,67.19,642.46,0,68.19,5,56.78,16.0,0.0,695.46,11.409999999999997,0.0,0.0,-53.0
35,24.0,33.7,725.19,0,34.7,5,84.15,16.0,0.0,746.94,-49.45,8.0,0.0,-21.75
36,9.0,40.77,350.15,0,41.77,5,39.71,8.0,0.0,697.28,2.0600000000000023,1.0,0.0,-347.13
37,28.0,56.42,971.54,0,57.42,5,72.69,15.0,0.0,627.61,-15.269999999999996,13.0,0.0,343.92999999999995
38,19.0,64.67,938.53,0,65.67,5,34.48,31.0,679.0,1743.87,31.190000000000005,-12.0,-679.0,-805.3399999999999
39,13.0,58.71,807.15,0,59.71,5,86.93,17.0,0.0,449.06,-27.220000000000006,-4.0,0.0,358.09
40,21.0,74.88,599.79,0,75.88,5,79.36,4.0,0.0,740.26,-3.480000000000004,17.0,0.0,-140.47000000000003
41,1.0,31.35,494.12,0,32.35,5,24.87,6.0,0.0,384.62,7.48,-5.0,0.0,109.5
42,9.0,69.84,623.29,0,70.84,5,71.44,4.0,0.0,731.55,-0.5999999999999943,5.0,0.0,-108.25999999999999
43,26.0,59.0,371.49,0,60.0,5,87.9,29.0,0.0,533.89,-27.900000000000006,-3.0,0.0,-162.39999999999998
44,30.0,79.05,696.06,0,80.05,5,16.8,11.0,0.0,855.31,63.25,19.0,0.0,-159.25
45,22.0,37.1,261.72,0,38.1,5,74.78,23.0,0.0,314.09,-36.68,-1.0,0.0,-52.36999999999995
46,19.0,78.89,875.12,0,79.89,5,90.64,25.0,0.0,665.52,-10.75,-6.0,0.0,209.60000000000002
47,20.0,78.45,510.42,0,79.45,5,14.25,27.0,978.0,4959.6900000000005,65.2,-7.0,-978.0,-4449.27
48,5.0,55.21,913.75,0,56.21,5,37.08,10.0,0.0,1022.32,19.130000000000003,-5.0,0.0,-108.57000000000005
49,4.0,79.36,807.14,0,80.36,5,37.0,28.0,0.0,1651.95,43.36,-24.0,0.0,-844.8100000000001
0,27.0,13.01,2179.19,860,14.01,6,34.7,24.0,0.0,725.19,-20.690000000000005,3.0,860.0,1454.0
1,21.0,8.73,1867.72,164,9.73,6,68.19,16.0,0.0,642.46,-58.459999999999994,5.0,164.0,1225.26
2,3.0,68.46,326.1,0,69.46,6,97.54,37.0,8.0,634.91,-28.080000000000013,-34.0,-8.0,-308.80999999999995
3,19.0,121.3,511.01,0,122.3,6,32.06,19.0,0.0,324.82,90.24,0.0,0.0,186.19
4,19.0,2.95,2458.07,135,3.95,6,15.38,6.0,0.0,465.49,-11.43,13.0,135.0,1992.5800000000002
5,5.0,93.13,38.83,0,94.13,6,91.93,21.0,0.0,405.94,2.1999999999999886,-16.0,0.0,-367.11
6,21.0,100.12,79.7,0,101.12,6,101.52,7.0,0.0,12.08,-0.3999999999999915,14.0,0.0,67.62
7,16.0,49.41,348.41,0,50.41,6,41.47,24.0,0.0,433.41,8.939999999999998,-8.0,0.0,-85.0
8,22.0,92.86,522.25,0,93.86,6,41.77,9.0,0.0,350.15,52.089999999999996,13.0,0.0,172.10000000000002
9,4.0,40.41,555.63,0,41.41,6,34.51,21.0,0.0,871.78,6.899999999999999,-17.0,0.0,-316.15
10,17.0,72.8,469.95,0,73.8,6,57.42,28.0,0.0,971.54,16.379999999999995,-11.0,0.0,-501.59
11,33.0,30.5,2187.62,785,31.5,6,70.84,9.0,0.0,623.29,-39.34,24.0,785.0,1564.33
12,10.0,79.57,186.46,0,80.57,6,59.71,13.0,0.0,807.15,20.859999999999992,-3.0,0.0,-620.6899999999999
13,3.0,76.25,559.16,0,77.25,6,75.88,21.0,0.0,599.79,1.3700000000000045,-18.0,0.0,-40.629999999999995
14,4.0,22.51,226.52,0,23.51,6,32.35,1.0,0.0,494.12,-8.84,3.0,0.0,-267.6
15,7.0,73.43,414.95,0,74.43,6,60.0,26.0,0.0,371.49,14.430000000000007,-19.0,0.0,43.45999999999998
16,26.0,84.93,369.16,0,85.93,6,80.05,30.0,0.0,696.06,5.88000000000001,-4.0,0.0,-326.8999999999999
17,6.0,10.34,629.21,0,11.34,6,38.1,22.0,0.0,261.72,-26.76,-16.0,0.0,367.49
18,25.0,81.91,150.4,0,82.91,6,79.89,19.0,0.0,875.12,3.019999999999996,6.0,0.0,-724.72
19,25.0,92.87,454.1,0,93.87,6,79.45,20.0,0.0,510.42,14.420000000000002,5.0,0.0,-56.31999999999999
20,26.0,13.67,6349.77,0,14.67,6,56.21,5.0,0.0,913.75,-41.54,21.0,0.0,5436.02
21,10.0,28.87,816.96,0,29.87,6,89.22,31.0,0.0,971.88,-59.349999999999994,-21.0,0.0,-154.91999999999996
22,10.0,26.61,432.96,0,27.61,6,65.67,19.0,0.0,938.53,-38.06,-9.0,0.0,-505.57
23,31.0,33.48,1712.75,0,34.48,6,80.36,4.0,0.0,807.14,-45.88,27.0,0.0,905.61
24,19.0,17.06,102.71,0,18.06,6,48.73,29.0,0.0,1223.6,-30.669999999999998,-10.0,0.0,-1120.8899999999999
25,27.0,39.73,1127.09,0,40.73,6,34.52,28.0,0.0,1712.75,6.209999999999994,-1.0,0.0,-585.6600000000001
26,32.0,86.31,971.88,0,87.31,6,24.08,23.0,0.0,222.21,63.230000000000004,9.0,0.0,749.67
27,11.0,13.19,339.58,0,14.19,6,18.15,27.0,0.0,1468.64,-3.959999999999999,-16.0,0.0,-1129.0600000000002
28,22.0,35.51,333.22,0,36.51,6,9.06,21.0,201.0,1851.26,27.449999999999996,1.0,-201.0,-1518.04
29,7.0,100.52,12.08,0,101.52,6,75.35,3.0,0.0,420.9,26.17,4.0,0.0,-408.82
30,21.0,89.02,246.14,0,90.02,6,115.36,17.0,0.0,611.34,-25.340000000000003,4.0,0.0,-365.20000000000005
31,23.0,38.77,712.67,0,39.77,6,2.05,18.0,129.0,2408.61,37.720000000000006,5.0,-129.0,-1695.94
32,21.0,31.4,246.65,0,32.4,6,89.04,5.0,0.0,65.05,-56.64000000000001,16.0,0.0,181.60000000000002
33,31.0,101.26,503.31,0,102.26,6,50.89,14.0,0.0,579.78,51.370000000000005,17.0,0.0,-76.46999999999997
34,17.0,69.64,565.27,0,70.64,6,93.11,19.0,0.0,659.79,-22.47,-2.0,0.0,-94.51999999999998
35,27.0,33.28,660.68,0,34.28,6,41.48,5.0,0.0,630.88,-7.199999999999996,22.0,0.0,29.799999999999955
36,10.0,47.18,241.57,0,48.18,6,77.48,16.0,0.0,537.3,-29.300000000000004,-6.0,0.0,-295.72999999999996
37,24.0,44.89,785.84,0,45.89,6,101.12,21.0,0.0,79.7,-55.230000000000004,3.0,0.0,706.14
38,19.0,61.33,813.01,0,62.33,6,86.51,14.0,0.0,326.94,-24.180000000000007,5.0,0.0,486.07
39,17.0,62.8,774.92,0,63.8,6,30.18,29.0,0.0,1525.14,33.62,-12.0,0.0,-750.2200000000001
40,26.0,82.59,478.53,0,83.59,6,35.26,12.0,0.0,869.52,48.330000000000005,14.0,0.0,-390.99
41,1.0,33.75,393.24,0,34.75,6,14.39,31.0,1658.0,6525.5,20.36,-30.0,-1658.0,-6132.26
42,9.0,70.86,531.11,0,71.86,6,93.78,28.0,0.0,573.17,-21.92,-19.0,0.0,-42.059999999999945
43,29.0,53.58,269.85,0,54.58,6,80.56,24.0,0.0,307.41,-25.980000000000004,5.0,0.0,-37.56
44,34.0,74.47,674.24,39,75.47,6,30.47,11.0,0.0,519.2,45.0,23.0,39.0,155.03999999999996
45,24.0,31.97,198.94,0,32.97,6,90.34,28.0,0.0,379.16,-57.370000000000005,-4.0,0.0,-180.22000000000003
46,26.0,80.59,831.0,0,81.59,6,71.68,10.0,0.0,609.35,9.909999999999997,16.0,0.0,221.64999999999998
47,17.0,73.64,407.25,0,74.64,6,25.58,3.0,0.0,356.64,49.06,14.0,0.0,50.610000000000014
48,4.0,52.96,770.56,0,53.96,6,77.53,4.0,0.0,624.57,-23.57,0.0,0.0,145.9899999999999
49,3.0,81.57,731.45,0,82.57,6,16.21,6.0,0.0,708.48,66.35999999999999,-3.0,0.0,22.970000000000027
0,29.0,16.05,2130.0,0,17.05,7,48.18,10.0,0.0,241.57,-31.13,19.0,0.0,1888.43
1,18.0,5.55,1805.28,0,6.55,7,14.19,11.0,0.0,339.58,-7.64,7.0,0.0,1465.7
2,3.0,60.99,144.82,0,61.99,7,36.51,22.0,0.0,333.22,25.480000000000004,-19.0,0.0,-188.40000000000003
3,18.0,118.09,369.63,0,119.09,7,101.52,7.0,0.0,12.08,17.570000000000007,11.0,0.0,357.55
4,18.0,4.89,2725.57,287,5.89,7,90.02,21.0,0.0,246.14,-84.13,-3.0,287.0,2479.4300000000003
5,5.0,93.13,38.83,0,94.13,7,39.77,23.0,0.0,712.67,54.35999999999999,-18.0,0.0,-673.8399999999999
6,21.0,100.12,79.7,0,101.12,7,32.4,21.0,0.0,246.65,68.72,0.0,0.0,-166.95
7,19.0,53.71,254.91,0,54.71,7,102.26,31.0,0.0,503.31,-47.550000000000004,-12.0,0.0,-248.4
8,23.0,94.23,357.92,0,95.23,7,70.64,17.0,0.0,565.27,24.590000000000003,6.0,0.0,-207.34999999999997
9,1.0,32.77,432.32,0,33.77,7,34.28,27.0,0.0,660.68,-0.509999999999998,-26.0,0.0,-228.35999999999996
10,19.0,69.94,370.99,0,70.94,7,45.89,24.0,0.0,785.84,25.049999999999997,-5.0,0.0,-414.85
11,34.0,26.02,3099.63,999,27.02,7,87.31,32.0,0.0,971.88,-60.290000000000006,2.0,999.0,2127.75
12,8.0,74.1,83.91,0,75.1,7,63.8,17.0,0.0,774.92,11.299999999999997,-9.0,0.0,-691.01
13,3.0,77.18,490.95,0,78.18,7,83.59,26.0,0.0,478.53,-5.409999999999997,-23.0,0.0,12.420000000000016
14,4.0,22.82,100.05,0,23.82,7,34.75,1.0,0.0,393.24,-10.93,3.0,0.0,-293.19
15,9.0,67.11,293.62,0,68.11,7,71.86,9.0,0.0,531.11,-3.75,0.0,0.0,-237.49
16,29.0,86.33,332.8,0,87.33,7,54.58,29.0,0.0,269.85,32.75,0.0,0.0,62.94999999999999
17,3.0,5.64,542.19,0,6.64,7,75.47,34.0,39.0,674.24,-68.83,-31.0,-39.0,-132.04999999999995
18,25.0,74.78,70.69,0,75.78,7,32.97,24.0,0.0,198.94,42.81,1.0,0.0,-128.25
19,23.0,94.11,337.67,0,95.11,7,81.59,26.0,0.0,831.0,13.519999999999996,-3.0,0.0,-493.33
20,31.0,13.39,6987.77,638,14.39,7,74.64,17.0,0.0,407.25,-60.25,14.0,638.0,6580.52
21,8.0,32.75,732.77,0,33.75,7,53.96,4.0,0.0,770.56,-20.21,4.0,0.0,-37.789999999999964
22,6.0,28.76,397.48,0,29.76,7,82.57,3.0,0.0,731.45,-52.80999999999999,3.0,0.0,-333.97
23,34.0,30.31,1627.22,0,31.31,7,62.33,19.0,0.0,813.01,-31.02,15.0,0.0,814.21
24,23.0,24.99,56.75,0,25.99,7,40.73,27.0,0.0,1127.09,-14.739999999999998,-4.0,0.0,-1070.34
25,28.0,48.21,1078.43,0,49.21,7,31.5,33.0,785.0,2187.62,17.71,-5.0,-785.0,-1109.1899999999998
26,33.0,83.3,838.31,0,84.3,7,34.48,31.0,0.0,1712.75,49.82,2.0,0.0,-874.44
27,8.0,11.05,209.4,0,12.05,7,9.73,21.0,164.0,1867.72,2.3200000000000003,-13.0,-164.0,-1658.32
28,19.0,30.38,201.53,0,31.38,7,69.46,3.0,0.0,326.1,-38.08,16.0,0.0,-124.57000000000002
29,7.0,100.52,12.08,0,101.52,7,122.3,19.0,0.0,511.01,-20.78,-12.0,0.0,-498.93
30,12.0,86.29,221.22,0,87.29,7,3.95,19.0,135.0,2458.07,83.34,-7.0,-135.0,-2236.8500000000004
31,25.0,35.52,652.48,0,36.52,7,94.13,5.0,0.0,38.83,-57.60999999999999,20.0,0.0,613.65
32,17.0,41.38,115.07,0,42.38,7,101.12,21.0,0.0,79.7,-58.74,-4.0,0.0,35.36999999999999
33,37.0,96.54,503.31,0,97.54,7,50.41,16.0,0.0,348.41,47.13000000000001,21.0,0.0,154.89999999999998
34,19.0,63.58,380.56,0,64.58,7,93.86,22.0,0.0,522.25,-29.28,-3.0,0.0,-141.69
35,29.0,29.13,486.89,0,30.13,7,41.41,4.0,0.0,555.63,-11.279999999999998,25.0,0.0,-68.74000000000001
36,12.0,45.19,100.98,0,46.19,7,73.8,17.0,0.0,469.95,-27.61,-5.0,0.0,-368.96999999999997
37,21.0,52.05,739.11,0,53.05,7,18.06,19.0,0.0,102.71,34.989999999999995,2.0,0.0,636.4
38,21.0,59.05,687.45,0,60.05,7,14.01,27.0,860.0,2179.19,46.04,-6.0,-860.0,-1491.74
39,13.0,65.4,633.53,0,66.4,7,77.25,3.0,0.0,559.16,-10.849999999999994,10.0,0.0,74.37
40,27.0,91.9,364.58,0,92.9,7,23.51,4.0,0.0,226.52,69.39,23.0,0.0,138.05999999999997
41,1.0,33.26,208.57,0,34.26,7,74.43,7.0,0.0,414.95,-40.17000000000001,-6.0,0.0,-206.38
42,5.0,64.54,415.85,0,65.54,7,85.93,26.0,0.0,369.16,-20.39,-21.0,0.0,46.69
43,30.0,58.19,195.53,0,59.19,7,11.34,6.0,0.0,629.21,47.849999999999994,24.0,0.0,-433.68000000000006
44,37.0,77.16,666.2,29,78.16,7,82.91,25.0,0.0,150.4,-4.75,12.0,29.0,515.8000000000001
45,24.0,43.21,163.7,0,44.21,7,93.87,25.0,0.0,454.1,-49.660000000000004,-1.0,0.0,-290.40000000000003
46,25.0,78.12,717.17,0,79.12,7,14.67,26.0,0.0,6349.77,64.45,-1.0,0.0,-5632.6
47,17.0,70.26,397.25,0,71.26,7,29.87,10.0,0.0,816.96,41.39,7.0,0.0,-419.71000000000004
48,5.0,55.04,635.12,0,56.04,7,27.61,10.0,0.0,432.96,28.43,-5.0,0.0,202.16000000000003
49,2.0,81.22,584.63,0,82.22,7,80.57,10.0,0.0,186.46,1.6500000000000057,-8.0,0.0,398.16999999999996
0,27.0,13.01,2416.0,286,14.01,8,30.13,29.0,0.0,486.89,-16.119999999999997,-2.0,286.0,1929.1100000000001
1,21.0,8.73,1969.28,164,9.73,8,64.58,19.0,0.0,380.56,-54.849999999999994,2.0,164.0,1588.72
2,3.0,60.42,87.25,0,61.42,8,97.54,37.0,0.0,503.31,-36.120000000000005,-34.0,0.0,-416.06
3,16.0,115.54,242.13,0,116.54,8,42.38,17.0,0.0,115.07,74.16,-1.0,0.0,127.06
4,17.0,4.89,2746.25,105,5.89,8,12.05,8.0,0.0,209.4,-6.160000000000001,9.0,105.0,2536.85
5,5.0,93.13,38.83,0,94.13,8,87.29,12.0,0.0,221.22,6.839999999999989,-7.0,0.0,-182.39
6,21.0,100.12,79.7,0,101.12,8,101.52,7.0,0.0,12.08,-0.3999999999999915,14.0,0.0,67.62
7,19.0,53.93,184.52,0,54.93,8,31.38,19.0,0.0,201.53,23.55,0.0,0.0,-17.00999999999999
8,20.0,85.66,262.41,0,86.66,8,46.19,12.0,0.0,100.98,40.47,8.0,0.0,161.43
9,1.0,34.3,366.74,0,35.3,8,36.52,25.0,0.0,652.48,-1.220000000000006,-24.0,0.0,-285.74
10,21.0,68.3,272.91,0,69.3,8,53.05,21.0,0.0,739.11,16.25,0.0,0.0,-466.2
11,42.0,22.24,4228.66,1221,23.24,8,65.54,5.0,0.0,415.85,-42.30000000000001,37.0,1221.0,3812.81
12,8.0,74.1,83.91,0,75.1,8,66.4,13.0,0.0,633.53,8.699999999999989,-5.0,0.0,-549.62
13,3.0,87.81,427.94,0,88.81,8,92.9,27.0,0.0,364.58,-4.090000000000003,-24.0,0.0,63.360000000000014
14,4.0,21.47,85.37,0,22.47,8,34.26,1.0,0.0,208.57,-11.79,3.0,0.0,-123.19999999999999
15,9.0,67.55,139.59,0,68.55,8,59.19,30.0,0.0,195.53,9.36,-21.0,0.0,-55.94
16,30.0,78.07,256.86,0,79.07,8,78.16,37.0,29.0,666.2,0.9099999999999966,-7.0,-29.0,-409.34000000000003
17,5.0,8.85,420.71,0,9.85,8,44.21,24.0,0.0,163.7,-34.36,-19.0,0.0,257.01
18,25.0,74.78,70.69,0,75.78,8,79.12,25.0,0.0,717.17,-3.3400000000000034,0.0,0.0,-646.48
19,23.0,91.98,141.57,0,92.98,8,71.26,17.0,0.0,397.25,21.72,6.0,0.0,-255.68
20,32.0,18.92,7056.68,177,19.92,8,56.04,5.0,0.0,635.12,-36.12,27.0,177.0,6421.56
21,12.0,39.41,669.69,0,40.41,8,84.3,33.0,0.0,838.31,-43.89,-21.0,0.0,-168.6199999999999
22,6.0,40.5,215.28,0,41.5,8,60.05,21.0,0.0,687.45,-18.549999999999997,-15.0,0.0,-472.1700000000001
23,35.0,28.96,1596.4,0,29.96,8,49.21,28.0,0.0,1078.43,-19.25,7.0,0.0,517.97
24,23.0,24.99,56.75,0,25.99,8,82.22,2.0,0.0,584.63,-56.230000000000004,21.0,0.0,-527.88
25,28.0,53.75,963.45,0,54.75,8,31.31,34.0,0.0,1627.22,23.44,-6.0,0.0,-663.77
26,31.0,81.82,759.69,0,82.82,8,17.05,29.0,0.0,2130.0,65.77,2.0,0.0,-1370.31
27,7.0,8.76,57.14,0,9.76,8,6.55,18.0,0.0,1805.28,3.21,-11.0,0.0,-1748.1399999999999
28,20.0,28.23,111.46,0,29.23,8,61.99,3.0,0.0,144.82,-32.760000000000005,17.0,0.0,-33.36
29,7.0,100.52,12.08,0,101.52,8,119.09,18.0,0.0,369.63,-17.570000000000007,-11.0,0.0,-357.55
30,15.0,80.68,84.25,0,81.68,8,5.89,18.0,287.0,2725.57,75.79,-3.0,-287.0,-2641.32
31,22.0,27.8,459.97,0,28.8,8,94.13,5.0,0.0,38.83,-65.33,17.0,0.0,421.14000000000004
32,16.0,41.22,16.43,0,42.22,8,101.12,21.0,0.0,79.7,-58.900000000000006,-5.0,0.0,-63.27
33,40.0,92.97,487.64,0,93.97,8,54.71,19.0,0.0,254.91,39.26,21.0,0.0,232.73
34,20.0,56.27,297.23,0,57.27,8,95.23,23.0,0.0,357.92,-37.96,-3.0,0.0,-60.69
35,29.0,34.76,371.58,0,35.76,8,33.77,1.0,0.0,432.32,1.9899999999999949,28.0,0.0,-60.74000000000001
36,12.0,45.19,100.98,0,46.19,8,70.94,19.0,0.0,370.99,-24.75,-7.0,0.0,-270.01
37,22.0,52.41,648.81,0,53.41,8,25.99,23.0,0.0,56.75,27.419999999999998,-1.0,0.0,592.06
38,24.0,59.84,625.83,0,60.84,8,75.1,8.0,0.0,83.91,-14.259999999999991,16.0,0.0,541.9200000000001
39,13.0,66.57,614.15,0,67.57,8,78.18,3.0,0.0,490.95,-10.610000000000014,10.0,0.0,123.19999999999999
40,27.0,92.94,189.15,0,93.94,8,23.82,4.0,0.0,100.05,70.12,23.0,0.0,89.10000000000001
41,1.0,36.53,104.48,0,37.53,8,68.11,9.0,0.0,293.62,-30.58,-8.0,0.0,-189.14
42,11.0,69.31,297.51,0,70.31,8,87.33,29.0,0.0,332.8,-17.019999999999996,-18.0,0.0,-35.29000000000002
43,30.0,54.49,108.5,0,55.49,8,6.64,3.0,0.0,542.19,48.85,27.0,0.0,-433.69000000000005
44,37.0,88.78,562.29,0,89.78,8,75.78,25.0,0.0,70.69,14.0,12.0,0.0,491.59999999999997
45,24.0,43.21,163.7,0,44.21,8,95.11,23.0,0.0,337.67,-50.9,1.0,0.0,-173.97000000000003
46,27.0,75.86,647.43,0,76.86,8,14.39,31.0,638.0,6987.77,62.47,-4.0,-638.0,-6340.34
47,11.0,71.75,317.18,0,72.75,8,33.75,8.0,0.0,732.77,39.0,3.0,0.0,-415.59
48,1.0,56.34,577.32,0,57.34,8,29.76,6.0,0.0,397.48,27.580000000000002,-5.0,0.0,179.84000000000003
49,3.0,76.87,428.66,0,77.87,8,27.02,34.0,999.0,3099.63,50.85000000000001,-31.0,-999.0,-2670.9700000000003
0,31.0,13.17,2308.23,0,14.17,9,57.27,20.0,0.0,297.23,-43.1,11.0,0.0,2011.0
1,28.0,13.22,1879.26,0,14.22,9,93.97,40.0,0.0,487.64,-79.75,-12.0,0.0,1391.62
2,3.0,60.42,87.25,0,61.42,9,42.22,16.0,0.0,16.43,19.200000000000003,-13.0,0.0,70.82
3,10.0,116.01,85.71,0,117.01,9,28.8,22.0,0.0,459.97,88.21000000000001,-12.0,0.0,-374.26000000000005
4,10.0,1.28,2940.97,271,2.2800000000000002,9,82.82,31.0,0.0,759.69,-80.53999999999999,-21.0,271.0,2181.2799999999997
5,5.0,93.13,38.83,0,94.13,9,101.52,7.0,0.0,12.08,-7.390000000000001,-2.0,0.0,26.75
6,20.0,94.8,69.7,0,95.8,9,29.23,20.0,0.0,111.46,66.57,0.0,0.0,-41.75999999999999
7,21.0,59.34,34.04,0,60.34,9,9.76,7.0,0.0,57.14,50.580000000000005,14.0,0.0,-23.1
8,16.0,89.32,200.88,0,90.32,9,35.76,29.0,0.0,371.58,54.559999999999995,-13.0,0.0,-170.7
9,1.0,31.59,288.71,0,32.59,9,81.68,15.0,0.0,84.25,-49.09,-14.0,0.0,204.45999999999998
10,23.0,69.09,155.19,0,70.09,9,46.19,12.0,0.0,100.98,23.900000000000006,11.0,0.0,54.209999999999994
11,43.0,20.05,5548.65,1333,21.05,9,70.31,11.0,0.0,297.51,-49.260000000000005,32.0,1333.0,5251.139999999999
12,8.0,74.1,83.91,0,75.1,9,60.84,24.0,0.0,625.83,14.259999999999991,-16.0,0.0,-541.9200000000001
13,7.0,95.99,299.79,0,96.99,9,67.57,13.0,0.0,614.15,29.42,-6.0,0.0,-314.35999999999996
14,6.0,24.66,28.0,0,25.66,9,93.94,27.0,0.0,189.15,-68.28,-21.0,0.0,-161.15
15,9.0,67.55,139.59,0,68.55,9,37.53,1.0,0.0,104.48,31.019999999999996,8.0,0.0,35.11
16,29.0,73.2,70.92,0,74.2,9,55.49,30.0,0.0,108.5,18.71,-1.0,0.0,-37.58
17,4.0,1.68,249.76,0,2.6799999999999997,9,89.78,37.0,0.0,562.29,-87.1,-33.0,0.0,-312.53
18,25.0,74.78,70.69,0,75.78,9,44.21,24.0,0.0,163.7,31.57,1.0,0.0,-93.00999999999999
19,22.0,93.66,18.35,0,94.66,9,76.86,27.0,0.0,647.43,17.799999999999997,-5.0,0.0,-629.0799999999999
20,39.0,12.01,7301.18,390,13.01,9,72.75,11.0,0.0,317.18,-59.74,28.0,390.0,6984.0
21,8.0,30.92,575.18,0,31.92,9,57.34,1.0,0.0,577.32,-25.42,7.0,0.0,-2.1400000000001
22,6.0,29.47,127.64,0,30.47,9,54.75,28.0,0.0,963.45,-24.28,-22.0,0.0,-835.8100000000001
